id,review_tier,question_text,difficulty,predicted_subject,predicted_subtopic_id,predicted_subtopic_name,final_subtopic_id,annotation
48,3-PICK_FROM_SUBJECT,Marginal utility refers to the:,medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
49,3-PICK_FROM_SUBJECT,"If graphed, the marginal utility curve for most goods typically:",medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
50,3-PICK_FROM_SUBJECT,Utility in economics is a measure of:,medium,Economics,,,126.0,UNCERTAIN: Marginal utility/utility theory not explicitly covered by Economics list; closest is Demand And Supply
51,3-PICK_FROM_SUBJECT,"According to the Law of Diminishing Marginal Utility, a rational consumer will continue to consume a good as long as its marginal utility is:",medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
52,3-PICK_FROM_SUBJECT,The Law of Diminishing Marginal Utility is generally considered:,medium,Biology,,,126.0,"predicted_subject was Biology; content is Economics (marginal utility). Corrected subject to Economics; marginal utility theory not explicitly covered, closest is Demand And Supply"
53,3-PICK_FROM_SUBJECT,"Consider a situation where a person is extremely thirsty and drinks several glasses of water. The first glass provides immense satisfaction, the second less, and by the fifth, they feel completely satisfied. What happens to the marginal utility of the sixth glass of water?",medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
54,3-PICK_FROM_SUBJECT,The concept of diminishing marginal utility helps explain why consumers are generally willing to pay _____ for initial units of a product and _____ for subsequent units.,medium,Biology,,,126.0,"predicted_subject was Biology; content is Economics (marginal utility). Corrected subject to Economics; marginal utility theory not explicitly covered, closest is Demand And Supply"
55,3-PICK_FROM_SUBJECT,Which of the following is NOT an implication of the Law of Diminishing Marginal Utility?,medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
56,3-PICK_FROM_SUBJECT,"If a consumer prefers variety and finds that consuming the same good repeatedly decreases their enjoyment quickly, this is consistent with:",medium,Economics,,,126.0,UNCERTAIN: Marginal utility/utility theory not explicitly covered by Economics list; closest is Demand And Supply
57,3-PICK_FROM_SUBJECT,The Law of Diminishing Marginal Utility implies that the value a consumer places on an extra unit of a good is inversely related to the:,medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
59,3-PICK_FROM_SUBJECT,What happens to the total utility when marginal utility is zero?,medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
60,3-PICK_FROM_SUBJECT,"If a marginal utility curve eventually falls below the x-axis, it indicates that:",medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
756,3-PICK_FROM_SUBJECT,The law of diminishing marginal utility states that:,medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
367,3-PICK_FROM_SUBJECT,Which level of organization represents the fundamental unit of life?,medium,Biology,,,,Cell theory / fundamental unit of life not covered by any listed Biology subtopic
382,3-PICK_FROM_SUBJECT,"Water is crucial for life due to its unique properties, including its ability to dissolve many substances. This property is known as:",medium,Biology,,,,Properties of water as a solvent not covered by any listed Biology subtopic
383,3-PICK_FROM_SUBJECT,Viruses are often considered to be at the edge of life because they:,medium,Biology,,,,Virus classification not covered by any listed Biology subtopic
218,3-PICK_FROM_SUBJECT,"A 14-line poem, typically written in iambic pentameter, with a specific rhyme scheme, is called a:",medium,English Language,,,256.0,predicted_subject was English Language; content is Literature in English (sonnet definition). Corrected subject+subtopic to Poetic Devices
444,3-PICK_FROM_SUBJECT,"A sonnet is a lyric poem consisting of fourteen lines, usually written in iambic pentameter, with a particular rhyme scheme. Which of the following is NOT a typical form of a sonnet?",medium,English Language,,,256.0,predicted_subject was English Language; content is Literature in English (sonnet forms). Corrected subject+subtopic to Poetic Devices
838,3-PICK_FROM_SUBJECT,"While faith is essential, what role do 'good works' play in Christian living, according to many Christian traditions?",medium,CRS,,,,Faith vs. works doctrine not covered by any listed CRS subtopic
887,3-PICK_FROM_SUBJECT,"Which type of poetry is characterized by its lack of a consistent meter, rhyme scheme, or any regular musical pattern, relying instead on natural speech rhythms?",medium,English Language,,,256.0,predicted_subject was English Language; content is Literature in English (free verse). Corrected subject+subtopic to Poetic Devices
11,3-PICK_FROM_SUBJECT,Simplify $\sqrt{43 - 12\sqrt{7}}$.,hard,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
14,3-PICK_FROM_SUBJECT,Solve the equation $\sqrt{x+5} + \sqrt{x} = 5$ for $x$.,hard,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
17,3-PICK_FROM_SUBJECT,Simplify the expression $\frac{(\sqrt{7}+1)^2}{3-\sqrt{7}}$.,hard,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
19,3-PICK_FROM_SUBJECT,Simplify $\sqrt{12+6\sqrt{3}}$.,hard,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
21,3-PICK_FROM_SUBJECT,Simplify $(\sqrt{6}+\sqrt{2})(\sqrt{18}-2\sqrt{2})$.,hard,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
23,3-PICK_FROM_SUBJECT,Simplify $\sqrt[4]{1024}$.,hard,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
25,3-PICK_FROM_SUBJECT,Simplify $\sqrt{8+\sqrt{60}}$.,hard,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
27,3-PICK_FROM_SUBJECT,Solve the equation $\sqrt{x+1}-\sqrt{x-1}=1$.,hard,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
28,3-PICK_FROM_SUBJECT,Simplify $\frac{1+\sqrt{2}-\sqrt{3}}{1+\sqrt{2}+\sqrt{3}}$.,hard,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
32,3-PICK_FROM_SUBJECT,Simplify the expression: \( \sqrt{14 - 6\sqrt{5}} \),hard,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
33,3-PICK_FROM_SUBJECT,Solve the equation: \( \sqrt{x+3} + \sqrt{x-2} = 5 \),hard,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
36,3-PICK_FROM_SUBJECT,Simplify \( \sqrt[3]{26 + 15\sqrt{3}} \).,hard,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
39,3-PICK_FROM_SUBJECT,Simplify \( \sqrt{10 + 2\sqrt{6} + 2\sqrt{10} + 2\sqrt{15}} \).,hard,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
71,3-PICK_FROM_SUBJECT,"What is the primary organic component of the bone matrix, responsible for providing its significant tensile strength and flexibility?",hard,Mathematics,,,,"predicted_subject was Mathematics; content is human anatomy (bone matrix/collagen), not covered by Biology or any subject's subtopic list"
202,3-PICK_FROM_SUBJECT,Simplify: (81^(1/4)) * (64^(1/3)).,easy,Mathematics,,,209.0,
214,3-PICK_FROM_SUBJECT,"A bag contains 5 red balls and 3 blue balls. If a ball is selected at random, what is the probability that it is blue?",easy,Mathematics,,,,Probability questions - no Probability subtopic exists in Mathematics subtopic list (Statistics only covers central tendency/dispersion)
292,3-PICK_FROM_SUBJECT,The fundamental accounting equation is best represented as:,easy,Mathematics,,,92.0,predicted_subject was Mathematics; content is Accounting (fundamental accounting equation). Corrected subject to Accounting; Double-Entry Principle is closest subtopic
306,3-PICK_FROM_SUBJECT,Simplify $\sqrt{72}$.,medium,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
307,3-PICK_FROM_SUBJECT,Simplify $3\sqrt{20} + \sqrt{45}$.,medium,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
310,3-PICK_FROM_SUBJECT,Simplify $2\sqrt{3} ( \sqrt{3} + \sqrt{27} )$.,medium,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
313,3-PICK_FROM_SUBJECT,Expand and simplify $(3 + \sqrt{2})^2$.,medium,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
314,3-PICK_FROM_SUBJECT,Simplify $\frac{12}{\sqrt{18}}$.,medium,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
357,3-PICK_FROM_SUBJECT,Expand and simplify the expression: (2x + 3)(x - 4),medium,Mathematics,,,197.0,General algebraic simplification/expansion; Linear Equations and Inequalities is closest available subtopic
360,3-PICK_FROM_SUBJECT,Find the solutions for the equation: x² - 5x = 14,medium,Mathematics,,,199.0,
364,3-PICK_FROM_SUBJECT,Simplify the expression: (x³y²)⁴,medium,Mathematics,,,209.0,
365,3-PICK_FROM_SUBJECT,Simplify the rational expression: (4x - 8) / (x - 2),medium,Mathematics,,,197.0,General algebraic simplification/expansion; Linear Equations and Inequalities is closest available subtopic
553,3-PICK_FROM_SUBJECT,Simplify: 5x+3x−2x,easy,Mathematics,,,197.0,General algebraic simplification/expansion; Linear Equations and Inequalities is closest available subtopic
620,3-PICK_FROM_SUBJECT,Differentiate y = (2x - 3)^5 with respect to x.,easy,Mathematics,,,274.0,
621,3-PICK_FROM_SUBJECT,Find dy/dx if y = sin(4x).,easy,Mathematics,,,274.0,
622,3-PICK_FROM_SUBJECT,Differentiate y = x^2 cos(x) with respect to x.,medium,Mathematics,,,274.0,
627,3-PICK_FROM_SUBJECT,Evaluate ∫ cos(5x) dx.,easy,Mathematics,,,275.0,Low confidence: basic indefinite integral; 'Applications of Integration' is closest available subtopic to a plain integration subtopic
630,3-PICK_FROM_SUBJECT,Differentiate y = e^(3x) with respect to x.,easy,Mathematics,,,274.0,
683,3-PICK_FROM_SUBJECT,Simplify: 4x + 3x,medium,Mathematics,,,197.0,General algebraic simplification/expansion; Linear Equations and Inequalities is closest available subtopic
805,3-PICK_FROM_SUBJECT,"A continuous random variable X has a probability density function f(x) = (1/2)x for 0 ≤ x ≤ 2, and f(x) = 0 otherwise. What is the probability P(X > 1)?",medium,Mathematics,,,,Probability questions - no Probability subtopic exists in Mathematics subtopic list (Statistics only covers central tendency/dispersion)
807,3-PICK_FROM_SUBJECT,"For the probability density function f(x) = (1/2)x for 0 ≤ x ≤ 2, and f(x) = 0 otherwise, what is the expected value E[X]?",medium,Mathematics,,,,Probability questions - no Probability subtopic exists in Mathematics subtopic list (Statistics only covers central tendency/dispersion)
895,3-PICK_FROM_SUBJECT,Simplify the expression: 5x + 3y - 2x + 7y,medium,Mathematics,,,197.0,General algebraic simplification/expansion; Linear Equations and Inequalities is closest available subtopic
896,3-PICK_FROM_SUBJECT,Simplify: (x^3 * y^2)^2,medium,Mathematics,,,209.0,
901,3-PICK_FROM_SUBJECT,Which of the following is a solution to the equation x^2 - 4x + 3 = 0?,medium,Mathematics,,,199.0,
903,3-PICK_FROM_SUBJECT,Simplify the expression: √72,medium,Mathematics,,,291.0,Surd/radical simplification; classified under Indices and Standard Form (Number and Numeration)
1017,3-PICK_FROM_SUBJECT,Differentiate $f(x) = (3x^2 - 4x + 1)^5$.,medium,Mathematics,,,274.0,
1018,3-PICK_FROM_SUBJECT,What is the derivative of $f(x) = \sin(2x)$?,medium,Mathematics,,,274.0,
1020,3-PICK_FROM_SUBJECT,Differentiate $f(x) = \ln(5x+2)$.,medium,Mathematics,,,274.0,
1024,3-PICK_FROM_SUBJECT,Find the derivative of $f(x) = x \cos(3x)$.,medium,Mathematics,,,274.0,
1025,3-PICK_FROM_SUBJECT,What is the derivative of $f(x) = \tan(x)$?,medium,Mathematics,,,274.0,
1028,3-PICK_FROM_SUBJECT,Differentiate $y = e^{\sin(x)}$.,medium,Mathematics,,,274.0,
1033,3-PICK_FROM_SUBJECT,Simplify the expression: (x^3 * y^-2)^2 / x^2,medium,Mathematics,,,209.0,
1037,3-PICK_FROM_SUBJECT,What is the domain of the function f(x) = (x + 3) / (x - 4)?,medium,Mathematics,,,295.0,
1038,3-PICK_FROM_SUBJECT,Solve the equation: x^2 - 6x + 8 = 0,medium,Mathematics,,,199.0,
1040,3-PICK_FROM_SUBJECT,Simplify: (5x^2 - 3x + 2) - (2x^2 + 4x - 7),medium,Mathematics,,,197.0,General algebraic simplification/expansion; Linear Equations and Inequalities is closest available subtopic
1041,3-PICK_FROM_SUBJECT,Expand and simplify: (2x - 3)(x + 5),medium,Mathematics,,,197.0,General algebraic simplification/expansion; Linear Equations and Inequalities is closest available subtopic
1044,3-PICK_FROM_SUBJECT,What is the slope of the line represented by the equation 3x + 4y = 12?,medium,Mathematics,,,288.0,
115,3-PICK_FROM_SUBJECT,"A block of wood floats on water such that 80% of its volume is submerged. If the density of water is 1000 kg/m³, what is the density of the wood?",medium,Physics,,,,Floatation/density (Archimedes' principle) not covered by Physics subtopic list
117,3-PICK_FROM_SUBJECT,Which type of radiation has the highest penetrating power?,easy,Physics,,,,Radioactivity/penetrating power of radiation not covered by any listed Physics subtopic
120,3-PICK_FROM_SUBJECT,A fixed mass of gas at constant temperature has its pressure doubled. What happens to its volume?,medium,Physics,,,,Gas laws (Boyle's/pressure-temperature) not covered by Physics subtopic list
122,3-PICK_FROM_SUBJECT,"A simple pendulum of length L has a period T. If the length of the pendulum is doubled, its new period will be:",medium,Physics,,,,Pendulum motion/oscillations not covered by any listed Physics subtopic
123,3-PICK_FROM_SUBJECT,An object is placed at the principal focus of a concave mirror. The image formed will be:,hard,Physics,,,222.0,
195,3-PICK_FROM_SUBJECT,"According to Faraday's Law of Electromagnetic Induction, the magnitude of the induced electromotive force (EMF) in a circuit is directly proportional to:",medium,Physics,,,,Electromagnetic induction (Faraday's Law) not covered by Physics subtopic list
196,3-PICK_FROM_SUBJECT,"The half-life of a radioactive isotope is 10 days. If a sample initially contains 80 g of the isotope, how much will remain after 30 days?",medium,Physics,,,,Radioactive half-life not covered by any listed Physics subtopic
199,3-PICK_FROM_SUBJECT,"A block of wood floats in water with 60% of its volume submerged. If the density of water is 1000 kg/m³, what is the density of the wood?",hard,Physics,,,,Floatation/density (Archimedes' principle) not covered by Physics subtopic list
271,3-PICK_FROM_SUBJECT,Which gas is commonly used in filling balloons and airships because of its low density and non-flammability?,easy,Chemistry,,,,General gas properties (e.g. helium/balloons) not covered by any listed Chemistry subtopic
414,3-PICK_FROM_SUBJECT,"An ideal gas initially at a pressure P, volume V, and temperature T is compressed isothermally to half its original volume. What is its new pressure?",easy,Physics,,,,Gas laws (Boyle's/pressure-temperature) not covered by Physics subtopic list
421,3-PICK_FROM_SUBJECT,"A radioactive isotope has a half-life of 6 hours. If a sample initially contains 80 g of the isotope, how much will remain after 18 hours?",medium,Physics,,,,Radioactive half-life not covered by any listed Physics subtopic
431,3-PICK_FROM_SUBJECT,Two forces of 3 N and 4 N act at right angles to each other. What is the magnitude of their resultant force?,medium,Physics,,,215.0,Low confidence: resultant of forces (vector addition); Newton's Laws of Motion is closest available Force subtopic
432,3-PICK_FROM_SUBJECT,Which type of radiation has the highest penetrating power?,easy,Physics,,,,Radioactivity/penetrating power of radiation not covered by any listed Physics subtopic
437,3-PICK_FROM_SUBJECT,A force of 100 N acts on an area of 0.5 m². Calculate the pressure exerted.,easy,Physics,,,,Pressure (force/area) not covered by Physics subtopic list
465,3-PICK_FROM_SUBJECT,Which of the following is an example of an associational pressure group?,medium,Physics,,,,"predicted_subject was Physics; content is about political pressure groups (Government/Civic Education topic), but no matching subtopic exists in either subject's list"
482,3-PICK_FROM_SUBJECT,A tactic commonly employed by pressure groups to influence government policy by directly contacting policymakers is known as...,hard,Physics,,,,"predicted_subject was Physics; content is about political pressure groups (Government/Civic Education topic), but no matching subtopic exists in either subject's list"
686,3-PICK_FROM_SUBJECT,The SI unit of force is:,medium,Physics,,,215.0,Low confidence: SI unit of force; Newton's Laws of Motion is closest available Force subtopic
710,3-PICK_FROM_SUBJECT,A gas of volume 400 cm³ at 27°C is heated at a constant pressure to a temperature of 45°C. What is its new volume?,medium,Physics,,,,Gas laws (Boyle's/pressure-temperature) not covered by Physics subtopic list
798,3-PICK_FROM_SUBJECT,Which of the following is typically considered a force in a company's *macroenvironment*?,medium,Physics,,,186.0,predicted_subject was Physics; content is Marketing (macroenvironment/marketing environment approach). Corrected subject to Marketing; Marketing Concepts and Consumer Needs is closest subtopic
799,3-PICK_FROM_SUBJECT,A company that takes aggressive actions to affect the forces in its marketing environment rather than simply watching and reacting to them is exhibiting which approach?,medium,Physics,,,186.0,predicted_subject was Physics; content is Marketing (macroenvironment/marketing environment approach). Corrected subject to Marketing; Marketing Concepts and Consumer Needs is closest subtopic
957,3-PICK_FROM_SUBJECT,"An ideal gas is contained in a rigid, sealed container. If the absolute temperature of the gas is doubled, what happens to its pressure?",medium,Physics,,,,Gas laws (Boyle's/pressure-temperature) not covered by Physics subtopic list
968,3-PICK_FROM_SUBJECT,"A police car's siren emits a constant frequency. As the police car approaches a stationary observer, the observer hears a siren with a:",medium,Physics,,,305.0,
988,3-PICK_FROM_SUBJECT,Which isotope of hydrogen is radioactive and used in radiolabelling experiments?,medium,Physics,,,,Radioactive isotopes not covered by any listed Physics subtopic
732,3-PICK_FROM_SUBJECT,The 'bystander effect' can be considered a psychological parallel to which explanation for political apathy?,hard,Psychology,,,327.0,Only one Psychology subtopic exists in the entire reference list; forced assignment despite closer topical overlap with Civic Education (political apathy)
711,3-PICK_FROM_SUBJECT,"Kini itumo owe yii: ""Agba ti ko ni eran ninu obe re, a maa n sọrọ ni iworoworo""?",medium,Yoruba,,,310.0,UNCERTAIN: Yoruba proverb interpretation has no exact subtopic; placed under Translation & Comprehension
45,3-PICK_FROM_SUBJECT,"Sarah enjoys eating chocolate bars. The first bar gives her immense pleasure. The second bar is still good, but less satisfying than the first. The third bar gives her only a little extra pleasure. This scenario best illustrates the:",medium,Economics,,,126.0,UNCERTAIN: Marginal utility/utility theory not explicitly covered by Economics list; closest is Demand And Supply
79,3-PICK_FROM_SUBJECT,"During the process of bone fracture repair, the initial soft callus that forms is primarily composed of what type of tissue?",hard,Biology,,,,predicted_subject was Biology; content is human anatomy/histology (bone fracture repair) not covered by any Biology subtopic
135,3-PICK_FROM_SUBJECT,"""I will visit my aunt tomorrow,"" John said. Convert this to reported speech.",medium,English Language,,,130.0,
144,3-PICK_FROM_SUBJECT,A wholesaler performs the function of 'breaking bulk' by:,medium,Commerce,,,55.0,
151,3-PICK_FROM_SUBJECT,What is the main purpose of warehousing in commerce?,easy,Commerce,,,55.0,
152,3-PICK_FROM_SUBJECT,A 'merger' occurs when:,hard,Commerce,,,64.0,
167,3-PICK_FROM_SUBJECT,The functional unit of the kidney responsible for filtering blood and producing urine is the:,medium,Biology,,,,Kidney/nephron function (excretory system) not covered by any listed Biology subtopic
188,3-PICK_FROM_SUBJECT,A pump lifts 200 kg of water through a vertical height of 10 m in 5 seconds. Calculate the power developed by the pump (take g = 10 m/s²).,medium,Physics,,,218.0,
190,3-PICK_FROM_SUBJECT,Which of the following statements correctly describes Boyle's Law?,easy,Chemistry,,,,Boyle's Law/gas laws not covered by any listed Chemistry subtopic
219,3-PICK_FROM_SUBJECT,"When a story is told by a character who is also a participant in the events, using 'I' and 'me', it is employing which point of view?",medium,Literature in English,,,250.0,UNCERTAIN: Narrative point of view has no exact subtopic; placed under Setting/Plot Structure
241,3-PICK_FROM_SUBJECT,"He said, 'I will visit my aunt tomorrow.' Which of these is the correct reported speech?",medium,English Language,,,130.0,
242,3-PICK_FROM_SUBJECT,The old woman was knocked down by a speeding car. Which of these is the active voice equivalent?,easy,English Language,,,143.0,UNCERTAIN: Active/passive voice has no exact subtopic; placed under Sentence Patterns and Construction
246,3-PICK_FROM_SUBJECT,What is the primary function of commerce?,easy,Commerce,,,55.0,UNCERTAIN: General 'function of commerce' has no exact subtopic; placed under Aid To Trade
251,3-PICK_FROM_SUBJECT,A warehouse that stores goods on which customs duties have not yet been paid is called a,medium,Commerce,,,55.0,
255,3-PICK_FROM_SUBJECT,A document issued by the carrier acknowledging receipt of goods for shipment and detailing their quantity and condition is a,hard,Commerce,,,55.0,
259,3-PICK_FROM_SUBJECT,Which of the following is a function of a wholesaler to the manufacturer?,medium,Commerce,,,55.0,
265,3-PICK_FROM_SUBJECT,What is the oxidation state of sulfur in H₂SO₄?,easy,Chemistry,,,,Oxidation state/redox concept not covered by Chemistry subtopic list
267,3-PICK_FROM_SUBJECT,"According to the Kinetic Theory of Gases, which of the following statements is true for an ideal gas?",medium,Chemistry,,,,Kinetic Theory of Gases not covered by any listed Chemistry subtopic
270,3-PICK_FROM_SUBJECT,Which of the following methods is most suitable for separating a mixture of ethanol (boiling point 78°C) and water (boiling point 100°C)?,easy,Chemistry,,,33.0,UNCERTAIN: Fractional distillation (ethanol/water) has no exact subtopic; placed under Petroleum And Petrolchemical as closest process-based fit
284,3-PICK_FROM_SUBJECT,The primary function of the kidney in humans is to:,easy,Biology,,,,Kidney function (excretory system) not covered by any listed Biology subtopic
301,3-PICK_FROM_SUBJECT,An amount owed by a customer that is considered irrecoverable is referred to as:,easy,Accounting,,,97.0,"UNCERTAIN: Bad debts has no exact subtopic; placed under Trading, Profit and Loss Account as closest fit"
320,3-PICK_FROM_SUBJECT,"What is the minimum word count for IELTS Academic Writing Task 2, and what percentage of the total writing score does it contribute?",medium,Mathematics,,,,"IELTS test-specific content, not part of this curriculum's subject list"
624,3-PICK_FROM_SUBJECT,Find the gradient of the curve y = x^3 - 2x + 1 at the point x = 2.,medium,Mathematics,,,274.0,
789,3-PICK_FROM_SUBJECT,"The concept of ""sovereignty"" for newly independent states primarily entails:",medium,Government,,,221.0,
819,3-PICK_FROM_SUBJECT,Ta ni ó ni iṣẹ́ àti kọ oríkì tí a lè wá tún ṣe 'Ayan Ogbufo' rẹ̀ lẹ́yìn náà?,medium,Yoruba,,,311.0,
177,3-PICK_FROM_SUBJECT,"A machine costing N50,000 has an estimated useful life of 5 years and a scrap value of N5,000. Using the straight-line method, the annual depreciation will be:",medium,Accounting,,,,"Depreciation/accrual concept not covered by Accounting subtopic list (closest topic is Final Accounts, but no exact match)"
299,3-PICK_FROM_SUBJECT,Which depreciation method results in a constant amount of depreciation expense being charged each year over the asset's useful life?,medium,Accounting,,,,"Depreciation/accrual concept not covered by Accounting subtopic list (closest topic is Final Accounts, but no exact match)"
401,3-PICK_FROM_SUBJECT,"A machine was purchased for N50,000 on 1st January 2022. Its useful life is 5 years and residual value is N5,000. Using the straight-line method, what is the depreciation for the year ended 31st December 2022?",medium,Accounting,,,,"Depreciation/accrual concept not covered by Accounting subtopic list (closest topic is Final Accounts, but no exact match)"
372,3-PICK_FROM_SUBJECT,The gradual change in the heritable characteristics of biological populations over successive generations is known as:,medium,Biology,,,21.0,Best available match; general definition of evolution isn't a perfect fit for 'Evidence Of Evolution' but closest of the three evolution subtopics
381,3-PICK_FROM_SUBJECT,Which of the following is NOT one of the generally recognized domains of life?,medium,Biology,,,,Basic 'domains of life' classification concept not covered by Biology subtopic list
475,3-PICK_FROM_SUBJECT,A constitution that is difficult to amend is generally referred to as a(n)...,medium,Biology,,,166.0,predicted_subject was Biology; content is Government (rigid constitution). Corrected subject+subtopic to Types Of Constitution
673,3-PICK_FROM_SUBJECT,Inflation refers to a general:,medium,Biology,,,125.0,predicted_subject was Biology; content is Economics (inflation). Corrected subject+subtopic to Inflation And Unemployment
740,3-PICK_FROM_SUBJECT,"A WTO member country grants a tariff reduction on a specific product to one of its trading partners. According to the foundational principles of the WTO, this reduction must generally be extended to all other WTO members. Which principle is being applied here?",hard,Biology,,,123.0,predicted_subject was Biology; content is Economics (WTO/MFN trade principle). Corrected subject+subtopic to Trade Restrictions And Exchange Rate
775,3-PICK_FROM_SUBJECT,"In the absence of a specific agreement, how are profits and losses shared among partners in a general partnership?",medium,Biology,,,63.0,predicted_subject was Biology; content is Commerce (partnership profit sharing). Corrected subject+subtopic to Sole Proprietorship And Partnership
840,3-PICK_FROM_SUBJECT,Why is participation in a Christian community (church) generally considered important for Christian living?,medium,Biology,,,,"predicted_subject was Biology; content is CRS (importance of church community), but no matching CRS subtopic exists"
925,3-PICK_FROM_SUBJECT,Which characteristic of living organisms involves obtaining and using energy to power life processes?,medium,Biology,,,,Basic 'characteristics of living things' concept not covered by Biology subtopic list
730,3-PICK_FROM_SUBJECT,"Recent research suggests that younger generations in established democracies exhibit different patterns of political engagement compared to older generations. While traditional forms of participation like voting may decline, engagement in non-traditional activism (e.g., online petitions, boycotts, social movements) may increase. This phenomenon is best described as:",hard,Biology,,,37.0,predicted_subject was Biology; content is Civic Education (political engagement/apathy across generations). Corrected subject+subtopic to Features Of Democracy
802,3-PICK_FROM_SUBJECT,"Legislation regulating business, increased emphasis on ethics, and social responsibility issues are characteristics of which macroenvironmental force?",medium,Physics,,,,"predicted_subject was Physics; content is Marketing (macroenvironment/PESTLE forces), but no matching Marketing subtopic exists"
850,3-PICK_FROM_SUBJECT,"In a relational database table, what is the main function of a primary key?",medium,Chemistry,,,136.0,predicted_subject was Chemistry; content is Data Processing (database primary key). Corrected subject+subtopic to Computer Files and Database Models
972,3-PICK_FROM_SUBJECT,Select the synonym for 'Ephemeral'.,medium,English Language,,,157.0,
991,3-PICK_FROM_SUBJECT,Which trend is generally observed for the atomic radii of alkali metals (Group 1) as one moves down the group?,medium,Biology,,,30.0,predicted_subject was Biology; content is Chemistry (atomic radii of alkali metals). Corrected subject+subtopic to Periodic Properties Of Element
828,3-PICK_FROM_SUBJECT,Active citizen participation in governance primarily helps to:,medium,Government,,,221.0,"'Good governance' concept not explicitly covered by Government subtopic list; closest is Power, Authority, and Legitimacy"
400,3-PICK_FROM_SUBJECT,Depreciation is charged on fixed assets to reflect their __________.,medium,Accounting,,,,"Depreciation/accrual concept not covered by Accounting subtopic list (closest topic is Final Accounts, but no exact match)"
973,3-PICK_FROM_SUBJECT,What is the antonym of 'Benevolent'?,medium,English Language,,,158.0,
978,3-PICK_FROM_SUBJECT,Find the synonym for 'Pernicious'.,medium,English Language,,,157.0,
979,3-PICK_FROM_SUBJECT,What is the antonym of 'Ubiquitous'?,medium,English Language,,,158.0,
813,3-PICK_FROM_SUBJECT,"In a high school, 60% of students play basketball, 30% play soccer, and 10% play both. What is the probability that a randomly selected student plays soccer GIVEN that they play basketball?",medium,Mathematics,,,,Probability questions - no Probability subtopic exists in Mathematics subtopic list (Statistics only covers central tendency/dispersion)
830,3-PICK_FROM_SUBJECT,"Which of the following is considered a major obstacle to good governance, leading to economic inequality and a loss of public trust?",medium,Government,,,221.0,"'Good governance' concept not explicitly covered by Government subtopic list; closest is Power, Authority, and Legitimacy"
800,3-PICK_FROM_SUBJECT,Increasing governmental regulations regarding environmental protection and resource scarcity are key aspects of which macroenvironmental force?,medium,Physics,,,186.0,predicted_subject was Physics; content is Marketing (macroenvironment/marketing environment approach). Corrected subject to Marketing; Marketing Concepts and Consumer Needs is closest subtopic
78,3-PICK_FROM_SUBJECT,"The ligamentum flavum, connecting the laminae of adjacent vertebrae, is distinctive due to its high proportion of what type of tissue?",hard,Biology,,,,predicted_subject was Biology; content is detailed human anatomy (ligamentum flavum) not covered by any Biology subtopic
682,4-WEAK_HINT_VERIFY,"According to the first creation account, on which day did God create man in His image?",easy,Financial Accounting,153.0,"Trading, Profit and Loss Account",,
999,4-WEAK_HINT_VERIFY,"Which time management technique involves setting a timer for 25 minutes of focused work, followed by a short break?",medium,Business admin,264.0,Functions of Management,,
